name,Date,Ptot_HEI_5RNS_Forecast_Max,Ptot_HEI_5RNS_Forecast_Min,Ptot_HEI_5RNS_Forecast_Moy,Ptot_RIZOMM_PV_Forecast_Max,Ptot_RIZOMM_PV_Forecast_Min,Ptot_RIZOMM_PV_Forecast_Moy
PV_Prevision_Data,2025-06-01T00:10:00,2,2,2,0,0,0
PV_Prevision_Data,2025-06-01T00:20:00,1,1,1,0,0,0
PV_Prevision_Data,2025-06-01T00:30:00,1,1,1,0,0,0
PV_Prevision_Data,2025-06-01T00:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T00:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T01:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T02:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T02:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T02:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T02:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T02:40:00,1,1,1,0,0,0
PV_Prevision_Data,2025-06-01T02:50:00,2,2,2,0,0,0
PV_Prevision_Data,2025-06-01T03:00:00,2,2,2,0,0,0
PV_Prevision_Data,2025-06-01T03:10:00,1,1,1,0,0,0
PV_Prevision_Data,2025-06-01T03:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T03:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T03:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T03:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T04:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T04:10:00,70,14,32,1100,7,201
PV_Prevision_Data,2025-06-01T04:20:00,185,34,80,2331,510,953
PV_Prevision_Data,2025-06-01T04:30:00,266,66,145,3120,998,1624
PV_Prevision_Data,2025-06-01T04:40:00,493,121,269,4629,1402,2833
PV_Prevision_Data,2025-06-01T04:50:00,820,203,383,6246,2000,3906
PV_Prevision_Data,2025-06-01T05:00:00,1267,286,523,8994,2659,4798
PV_Prevision_Data,2025-06-01T05:10:00,1618,353,671,10741,3364,5770
PV_Prevision_Data,2025-06-01T05:20:00,2043,420,870,13693,4018,6955
PV_Prevision_Data,2025-06-01T05:30:00,1227,915,1119,6844,5173,6150
PV_Prevision_Data,2025-06-01T05:40:00,1501,1103,1313,8739,6305,7616
PV_Prevision_Data,2025-06-01T05:50:00,1858,1264,1548,10448,7536,9267
PV_Prevision_Data,2025-06-01T06:00:00,2259,1465,1862,12758,8990,10527
PV_Prevision_Data,2025-06-01T06:10:00,2826,1520,2097,17370,9236,11562
PV_Prevision_Data,2025-06-01T06:20:00,3537,1576,2354,23990,9485,12963
PV_Prevision_Data,2025-06-01T06:30:00,4253,1653,2618,29927,9739,14698
PV_Prevision_Data,2025-06-01T06:40:00,5331,1718,2973,36017,9905,16521
PV_Prevision_Data,2025-06-01T06:50:00,6373,1773,3359,41169,10082,18581
PV_Prevision_Data,2025-06-01T07:00:00,7416,1866,3808,46566,10387,20698
PV_Prevision_Data,2025-06-01T07:10:00,8118,1931,4190,50116,10636,22678
PV_Prevision_Data,2025-06-01T07:20:00,8885,2029,4626,53949,11001,25002
PV_Prevision_Data,2025-06-01T07:30:00,3730,2629,3248,16707,11246,14528
PV_Prevision_Data,2025-06-01T07:40:00,4378,2599,3557,19103,11044,15939
PV_Prevision_Data,2025-06-01T07:50:00,5004,2604,3868,22101,11030,16992
PV_Prevision_Data,2025-06-01T08:00:00,5705,2667,4260,27035,11199,18447
PV_Prevision_Data,2025-06-01T08:10:00,6875,2776,4762,35451,12245,21360
PV_Prevision_Data,2025-06-01T08:20:00,8217,2964,5366,44630,13743,26317
PV_Prevision_Data,2025-06-01T08:30:00,9601,3134,5965,53645,14564,30451
PV_Prevision_Data,2025-06-01T08:40:00,11043,3552,6794,63634,16639,35491
PV_Prevision_Data,2025-06-01T08:50:00,11896,3982,7670,67178,19259,41062
PV_Prevision_Data,2025-06-01T09:00:00,12673,4496,8597,71173,22591,46989
PV_Prevision_Data,2025-06-01T09:10:00,13170,4700,9058,73724,24000,49864
PV_Prevision_Data,2025-06-01T09:20:00,13766,4993,9575,76677,25915,52735
PV_Prevision_Data,2025-06-01T09:30:00,9149,6606,7849,48497,33832,41204
PV_Prevision_Data,2025-06-01T09:40:00,10417,7246,8818,57075,38026,47326
PV_Prevision_Data,2025-06-01T09:50:00,11524,7885,9773,63534,42580,53040
PV_Prevision_Data,2025-06-01T10:00:00,12540,8591,10743,68817,47500,58782
PV_Prevision_Data,2025-06-01T10:10:00,13081,8266,10935,72940,45641,59870
PV_Prevision_Data,2025-06-01T10:20:00,13745,8035,11238,76201,44108,61382
PV_Prevision_Data,2025-06-01T10:30:00,14413,7817,11539,79471,42621,62885
PV_Prevision_Data,2025-06-01T10:40:00,14963,7689,11688,82243,41708,63686
PV_Prevision_Data,2025-06-01T10:50:00,15514,7561,11837,85024,40833,64495
PV_Prevision_Data,2025-06-01T11:00:00,16187,7505,12069,88297,40239,65618
PV_Prevision_Data,2025-06-01T11:10:00,16333,7432,12097,89095,39987,65840
PV_Prevision_Data,2025-06-01T11:20:00,16576,7432,12238,90289,39987,66506
PV_Prevision_Data,2025-06-01T11:30:00,16845,7461,12387,91599,40165,67449
PV_Prevision_Data,2025-06-01T11:40:00,16993,7652,12562,92429,41543,69524
PV_Prevision_Data,2025-06-01T11:50:00,17142,7871,12706,93260,43123,70888
PV_Prevision_Data,2025-06-01T12:00:00,17292,8094,12877,94099,44724,72422
PV_Prevision_Data,2025-06-01T12:10:00,17447,8111,12946,94990,45027,73166
PV_Prevision_Data,2025-06-01T12:20:00,17629,8127,13010,96008,45329,73598
PV_Prevision_Data,2025-06-01T12:30:00,17908,8245,13196,97381,46080,74534
PV_Prevision_Data,2025-06-01T12:40:00,18004,8068,13149,97878,44953,74337
PV_Prevision_Data,2025-06-01T12:50:00,18131,7891,13102,98424,43824,74139
PV_Prevision_Data,2025-06-01T13:00:00,18259,7713,13081,98735,42712,74068
PV_Prevision_Data,2025-06-01T13:10:00,18144,7450,12903,97996,41060,73231
PV_Prevision_Data,2025-06-01T13:20:00,18030,7187,12726,97180,39416,72405
PV_Prevision_Data,2025-06-01T13:30:00,18044,6996,12645,96602,38112,71964
PV_Prevision_Data,2025-06-01T13:40:00,17768,6645,12359,95235,36027,70650
PV_Prevision_Data,2025-06-01T13:50:00,17517,6298,12099,93992,33972,69452
PV_Prevision_Data,2025-06-01T14:00:00,17370,6060,11935,92842,32463,68637
PV_Prevision_Data,2025-06-01T14:10:00,17198,5866,11759,91351,31358,67846
PV_Prevision_Data,2025-06-01T14:20:00,17053,5674,11584,89941,30330,67040
PV_Prevision_Data,2025-06-01T14:30:00,16915,5510,11411,88464,29466,66249
PV_Prevision_Data,2025-06-01T14:40:00,16753,5354,11227,86610,28847,65497
PV_Prevision_Data,2025-06-01T14:50:00,16596,5199,11042,84660,28229,64741
PV_Prevision_Data,2025-06-01T15:00:00,16445,5071,10857,82963,27756,63984
PV_Prevision_Data,2025-06-01T15:10:00,16135,4862,10570,81144,26853,62751
PV_Prevision_Data,2025-06-01T15:20:00,15840,4687,10315,79891,26115,61646
PV_Prevision_Data,2025-06-01T15:30:00,15670,4580,10161,79765,25592,60938
PV_Prevision_Data,2025-06-01T15:40:00,15171,4313,9766,77790,24229,59015
PV_Prevision_Data,2025-06-01T15:50:00,14681,4050,9372,75933,22884,57100
PV_Prevision_Data,2025-06-01T16:00:00,14340,3858,9070,75291,21769,55529
PV_Prevision_Data,2025-06-01T16:10:00,13706,3580,8619,73018,20688,53175
PV_Prevision_Data,2025-06-01T16:20:00,13201,3367,8262,71556,19686,51076
PV_Prevision_Data,2025-06-01T16:30:00,12687,3166,7924,70358,18510,49022
PV_Prevision_Data,2025-06-01T16:40:00,11711,2830,7360,66375,16833,45582
PV_Prevision_Data,2025-06-01T16:50:00,10895,2571,6867,63158,15437,42584
PV_Prevision_Data,2025-06-01T17:00:00,10139,2355,6396,60131,14236,39753
PV_Prevision_Data,2025-06-01T17:10:00,9411,2148,5877,56683,13271,36591
PV_Prevision_Data,2025-06-01T17:20:00,8764,1965,5409,53214,12424,33608
PV_Prevision_Data,2025-06-01T17:30:00,8311,1834,5035,50521,11489,31109
PV_Prevision_Data,2025-06-01T17:40:00,7512,1596,4504,45633,10258,27860
PV_Prevision_Data,2025-06-01T17:50:00,6880,1393,4058,41613,9268,25025
PV_Prevision_Data,2025-06-01T18:00:00,6288,1200,3636,37864,8315,22277
PV_Prevision_Data,2025-06-01T18:10:00,5680,1011,3106,33785,7295,19029
PV_Prevision_Data,2025-06-01T18:20:00,5031,852,2616,30186,6314,15782
PV_Prevision_Data,2025-06-01T18:30:00,4431,710,2228,27292,5378,13188
PV_Prevision_Data,2025-06-01T18:40:00,3711,563,1819,22283,4466,11282
PV_Prevision_Data,2025-06-01T18:50:00,2960,450,1441,17365,3513,9555
PV_Prevision_Data,2025-06-01T19:00:00,2244,327,1137,13523,2523,7301
PV_Prevision_Data,2025-06-01T19:10:00,1568,226,869,9944,1697,5702
PV_Prevision_Data,2025-06-01T19:20:00,1044,149,621,6373,1107,4330
PV_Prevision_Data,2025-06-01T19:30:00,644,78,408,4370,451,3006
PV_Prevision_Data,2025-06-01T19:40:00,482,44,266,3450,54,1762
PV_Prevision_Data,2025-06-01T19:50:00,342,20,117,2368,0,888
PV_Prevision_Data,2025-06-01T20:00:00,16,3,9,0,0,0
PV_Prevision_Data,2025-06-01T20:10:00,6,0,1,0,0,0
PV_Prevision_Data,2025-06-01T20:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T20:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T20:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T20:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T21:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T22:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-01T23:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T00:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T01:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T02:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T03:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T04:00:00,0,0,0,13,0,13
PV_Prevision_Data,2025-06-02T04:10:00,95,11,59,1457,202,1044
PV_Prevision_Data,2025-06-02T04:20:00,177,63,155,2439,742,2042
PV_Prevision_Data,2025-06-02T04:30:00,250,120,221,3392,1116,2773
PV_Prevision_Data,2025-06-02T04:40:00,472,192,387,5202,1885,4602
PV_Prevision_Data,2025-06-02T04:50:00,792,259,575,7730,2798,6072
PV_Prevision_Data,2025-06-02T05:00:00,1276,337,823,10505,3476,8078
PV_Prevision_Data,2025-06-02T05:10:00,1824,417,1123,13345,4328,10065
PV_Prevision_Data,2025-06-02T05:20:00,2330,488,1466,17234,5289,12722
PV_Prevision_Data,2025-06-02T05:30:00,2458,1325,2116,19133,14077,17219
PV_Prevision_Data,2025-06-02T05:40:00,2648,1487,2412,21991,16153,20180
PV_Prevision_Data,2025-06-02T05:50:00,2838,1662,2597,24908,17574,23713
PV_Prevision_Data,2025-06-02T06:00:00,3096,1880,2744,27900,19241,26879
PV_Prevision_Data,2025-06-02T06:10:00,4022,1960,3215,32054,18607,28801
PV_Prevision_Data,2025-06-02T06:20:00,4822,2120,3566,36632,17908,31310
PV_Prevision_Data,2025-06-02T06:30:00,5871,2260,4405,42166,17542,34709
PV_Prevision_Data,2025-06-02T06:40:00,6485,2308,4859,44298,17481,37269
PV_Prevision_Data,2025-06-02T06:50:00,7235,2349,5398,46720,17037,40092
PV_Prevision_Data,2025-06-02T07:00:00,8281,2427,6071,50020,16066,43267
PV_Prevision_Data,2025-06-02T07:10:00,8889,2744,6672,52451,17576,46109
PV_Prevision_Data,2025-06-02T07:20:00,9557,3092,7285,55064,19256,48960
PV_Prevision_Data,2025-06-02T07:30:00,7212,7163,7208,54889,54688,54874
PV_Prevision_Data,2025-06-02T07:40:00,8595,7256,8085,58720,55915,57511
PV_Prevision_Data,2025-06-02T07:50:00,10201,7324,8928,63769,53253,60665
PV_Prevision_Data,2025-06-02T08:00:00,11663,6916,9843,68995,49242,63743
PV_Prevision_Data,2025-06-02T08:10:00,13225,6658,10270,72178,44191,63957
PV_Prevision_Data,2025-06-02T08:20:00,14515,6065,10264,75674,38368,62587
PV_Prevision_Data,2025-06-02T08:30:00,15722,4805,10320,79962,27680,61472
PV_Prevision_Data,2025-06-02T08:40:00,16504,4566,10407,83529,25978,61561
PV_Prevision_Data,2025-06-02T08:50:00,17443,4422,10588,87881,24707,62030
PV_Prevision_Data,2025-06-02T09:00:00,18392,4273,10769,92369,23449,62501
PV_Prevision_Data,2025-06-02T09:10:00,18724,4462,11119,93657,24391,64148
PV_Prevision_Data,2025-06-02T09:20:00,19089,4655,11473,95045,25413,65865
PV_Prevision_Data,2025-06-02T09:30:00,14612,7257,10140,79941,38916,54253
PV_Prevision_Data,2025-06-02T09:40:00,16063,6590,11252,87605,35385,63286
PV_Prevision_Data,2025-06-02T09:50:00,17797,6034,12005,91070,32588,67751
PV_Prevision_Data,2025-06-02T10:00:00,19797,5464,12755,95509,29895,71552
PV_Prevision_Data,2025-06-02T10:10:00,19832,5876,12860,95790,32234,72070
PV_Prevision_Data,2025-06-02T10:20:00,19897,6287,12991,96254,34652,72706
PV_Prevision_Data,2025-06-02T10:30:00,20085,6798,13216,97428,37675,73723
PV_Prevision_Data,2025-06-02T10:40:00,20645,6404,13471,99405,35372,75090
PV_Prevision_Data,2025-06-02T10:50:00,21219,6012,13750,101816,33183,76598
PV_Prevision_Data,2025-06-02T11:00:00,21808,5648,14030,105028,31245,78128
PV_Prevision_Data,2025-06-02T11:10:00,22557,5531,14193,109788,30580,78963
PV_Prevision_Data,2025-06-02T11:20:00,23323,5415,14356,115355,29928,79799
PV_Prevision_Data,2025-06-02T11:30:00,24104,5329,14545,121315,29442,80774
PV_Prevision_Data,2025-06-02T11:40:00,24279,5589,14770,123800,31161,82037
PV_Prevision_Data,2025-06-02T11:50:00,24586,5917,15094,126915,33184,83716
PV_Prevision_Data,2025-06-02T12:00:00,24907,6273,15417,130066,35428,85443
PV_Prevision_Data,2025-06-02T12:10:00,24844,6493,15434,130203,36905,85653
PV_Prevision_Data,2025-06-02T12:20:00,24807,6715,15453,130473,38403,85877
PV_Prevision_Data,2025-06-02T12:30:00,24902,7038,15568,131228,40447,86488
PV_Prevision_Data,2025-06-02T12:40:00,24806,7009,15361,130828,40261,85486
PV_Prevision_Data,2025-06-02T12:50:00,24841,7051,15251,130960,40351,84884
PV_Prevision_Data,2025-06-02T13:00:00,24901,7123,15167,131330,40635,84404
PV_Prevision_Data,2025-06-02T13:10:00,24644,7094,14963,130023,40447,83443
PV_Prevision_Data,2025-06-02T13:20:00,24388,7064,14761,128719,40260,82498
PV_Prevision_Data,2025-06-02T13:30:00,24169,7034,14584,127630,40072,81670
PV_Prevision_Data,2025-06-02T13:40:00,23784,6946,14357,125763,39510,80619
PV_Prevision_Data,2025-06-02T13:50:00,23400,6886,14130,123934,39136,79568
PV_Prevision_Data,2025-06-02T14:00:00,23042,6828,13929,122232,38768,78633
PV_Prevision_Data,2025-06-02T14:10:00,22503,6727,13664,119730,38310,77502
PV_Prevision_Data,2025-06-02T14:20:00,22109,6727,13495,118018,38310,76754
PV_Prevision_Data,2025-06-02T14:30:00,21717,6727,13328,116318,38310,76016
PV_Prevision_Data,2025-06-02T14:40:00,21046,6660,13001,113262,39086,74710
PV_Prevision_Data,2025-06-02T14:50:00,20507,6658,12771,110904,39634,73799
PV_Prevision_Data,2025-06-02T15:00:00,19968,6683,12566,108567,39959,73003
PV_Prevision_Data,2025-06-02T15:10:00,19291,6712,12261,105563,40707,71756
PV_Prevision_Data,2025-06-02T15:20:00,18641,6697,11985,102708,41271,70591
PV_Prevision_Data,2025-06-02T15:30:00,18032,6668,11708,99965,41258,69304
PV_Prevision_Data,2025-06-02T15:40:00,17129,6499,11234,95828,40477,67197
PV_Prevision_Data,2025-06-02T15:50:00,16289,6401,10861,92377,40125,65293
PV_Prevision_Data,2025-06-02T16:00:00,15348,6291,10514,89120,39766,63439
PV_Prevision_Data,2025-06-02T16:10:00,14305,5992,9972,85434,38315,60979
PV_Prevision_Data,2025-06-02T16:20:00,13265,5694,9462,81938,36854,58638
PV_Prevision_Data,2025-06-02T16:30:00,12462,5522,9057,79193,35827,56472
PV_Prevision_Data,2025-06-02T16:40:00,11480,5116,8499,75459,33586,53555
PV_Prevision_Data,2025-06-02T16:50:00,10601,4720,7979,71961,31359,50580
PV_Prevision_Data,2025-06-02T17:00:00,9962,4445,7638,69624,29579,47817
PV_Prevision_Data,2025-06-02T17:10:00,9273,3980,7200,66385,26890,44553
PV_Prevision_Data,2025-06-02T17:20:00,8751,3554,6804,63502,24545,41181
PV_Prevision_Data,2025-06-02T17:30:00,8371,3275,6523,61330,22870,37821
PV_Prevision_Data,2025-06-02T17:40:00,7944,2890,6181,58009,21036,34629
PV_Prevision_Data,2025-06-02T17:50:00,7561,2536,5872,54648,19347,32078
PV_Prevision_Data,2025-06-02T18:00:00,7260,2333,5637,51966,17684,30452
PV_Prevision_Data,2025-06-02T18:10:00,6658,1984,5125,47292,15545,27489
PV_Prevision_Data,2025-06-02T18:20:00,6119,1729,4654,43346,13812,25275
PV_Prevision_Data,2025-06-02T18:30:00,5600,1504,4148,39327,12424,23184
PV_Prevision_Data,2025-06-02T18:40:00,4874,1203,3476,33723,10404,19525
PV_Prevision_Data,2025-06-02T18:50:00,4105,894,2861,28353,7897,15978
PV_Prevision_Data,2025-06-02T19:00:00,3332,632,2352,23232,5804,13586
PV_Prevision_Data,2025-06-02T19:10:00,2364,483,1774,15466,4426,10453
PV_Prevision_Data,2025-06-02T19:20:00,1649,328,1341,10575,3216,7628
PV_Prevision_Data,2025-06-02T19:30:00,1162,205,1010,6066,1678,5154
PV_Prevision_Data,2025-06-02T19:40:00,868,110,728,4480,885,4091
PV_Prevision_Data,2025-06-02T19:50:00,516,42,422,2956,182,2479
PV_Prevision_Data,2025-06-02T20:00:00,44,4,27,263,0,112
PV_Prevision_Data,2025-06-02T20:10:00,22,0,16,85,0,8
PV_Prevision_Data,2025-06-02T20:20:00,6,0,1,0,0,0
PV_Prevision_Data,2025-06-02T20:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T20:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T20:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T21:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T22:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-02T23:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T00:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T01:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T02:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:10:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:20:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:30:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:40:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T03:50:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T04:00:00,0,0,0,0,0,0
PV_Prevision_Data,2025-06-03T04:10:00,94,3,28,1608,300,824
PV_Prevision_Data,2025-06-03T04:20:00,187,51,130,2737,881,1671
PV_Prevision_Data,2025-06-03T04:30:00,273,119,211,3615,1425,2732
PV_Prevision_Data,2025-06-03T04:40:00,512,196,343,5125,2277,4143
PV_Prevision_Data,2025-06-03T04:50:00,845,273,534,7513,3222,5422
PV_Prevision_Data,2025-06-03T05:00:00,1254,369,766,9938,3989,6874
PV_Prevision_Data,2025-06-03T05:10:00,1790,466,1018,12820,4799,9092
PV_Prevision_Data,2025-06-03T05:20:00,2446,560,1293,17784,5730,11361
PV_Prevision_Data,2025-06-03T05:30:00,1510,1036,1156,11620,7895,8671
PV_Prevision_Data,2025-06-03T05:40:00,2098,1313,1726,16295,9196,12413
PV_Prevision_Data,2025-06-03T05:50:00,2766,1664,2212,21005,10367,16170
PV_Prevision_Data,2025-06-03T06:00:00,3503,1994,2814,25201,12208,19938
PV_Prevision_Data,2025-06-03T06:10:00,4183,2324,3597,30889,16470,25140
PV_Prevision_Data,2025-06-03T06:20:00,4708,2741,4211,35470,19665,29830
PV_Prevision_Data,2025-06-03T06:30:00,5104,3150,4711,38993,21943,34560
PV_Prevision_Data,2025-06-03T06:40:00,5737,3612,5277,41990,24264,39119
PV_Prevision_Data,2025-06-03T06:50:00,6444,3965,5820,44707,26876,43058
PV_Prevision_Data,2025-06-03T07:00:00,7300,4395,6508,47873,30441,46665
PV_Prevision_Data,2025-06-03T07:10:00,7972,4694,7102,51250,32955,49852
PV_Prevision_Data,2025-06-03T07:20:00,8720,4987,7716,55409,35611,52921
PV_Prevision_Data,2025-06-03T07:30:00,9664,7304,8641,57550,49078,56743
PV_Prevision_Data,2025-06-03T07:40:00,10384,7634,9305,62665,52191,59866
PV_Prevision_Data,2025-06-03T07:50:00,11257,7948,10126,68305,55627,62285
PV_Prevision_Data,2025-06-03T08:00:00,12199,8200,11107,74102,59081,64405
PV_Prevision_Data,2025-06-03T08:10:00,12973,8590,11776,76898,60956,66959
PV_Prevision_Data,2025-06-03T08:20:00,13741,8997,12472,79855,62840,69595
PV_Prevision_Data,2025-06-03T08:30:00,14565,9440,13165,83158,64768,72269
PV_Prevision_Data,2025-06-03T08:40:00,15291,9686,13663,85886,66311,74404
PV_Prevision_Data,2025-06-03T08:50:00,15970,9933,14140,89086,67865,76753
PV_Prevision_Data,2025-06-03T09:00:00,16747,10406,14761,92731,69587,79653
PV_Prevision_Data,2025-06-03T09:10:00,17184,10319,15092,95376,69413,82184
PV_Prevision_Data,2025-06-03T09:20:00,17622,10230,15435,98145,69245,84834
PV_Prevision_Data,2025-06-03T09:30:00,17399,17381,17399,99654,99481,99654
PV_Prevision_Data,2025-06-03T09:40:00,17825,16931,17610,101879,94988,100232
PV_Prevision_Data,2025-06-03T09:50:00,18258,16508,17834,104241,94321,100966
PV_Prevision_Data,2025-06-03T10:00:00,18855,16320,18221,107031,97154,102139
PV_Prevision_Data,2025-06-03T10:10:00,19278,15724,18346,108825,97977,101684
